url,slug,completeness_pct,fields_filled,fields_total,fields_empty,summary_words,technical_words,how_to_open_words,how_to_convert_words,total_words
/filetypes/dcm/,dcm,83.3,10,12,2,13,77,38,102,230
/filetypes/dds/,dds,83.3,10,12,2,13,155,34,116,318
/filetypes/der/,der,83.3,10,12,2,13,128,28,46,215
/filetypes/dib/,dib,83.3,10,12,2,13,217,26,78,334
/filetypes/dicom/,dicom,83.3,10,12,2,13,62,41,101,217
/filetypes/djvu/,djvu,83.3,10,12,2,13,100,39,76,228
/filetypes/dng/,dng,83.3,10,12,2,13,559,64,75,711
/filetypes/do/,do,83.3,10,12,2,13,105,107,68,293
/filetypes/drawio/,drawio,83.3,10,12,2,13,111,43,45,212
/filetypes/drp/,drp,83.3,10,12,2,13,138,142,214,507
/filetypes/dv/,dv,83.3,10,12,2,13,262,215,98,588
/filetypes/emz/,emz,83.3,10,12,2,13,94,127,81,315
/filetypes/eps/,eps,83.3,10,12,2,13,102,239,80,434
/filetypes/exp/,exp,83.3,10,12,2,13,70,8,83,174
/filetypes/f3d/,f3d,83.3,10,12,2,13,118,173,109,413
/filetypes/fbx/,fbx,83.3,10,12,2,13,336,55,42,446
/filetypes/flac/,flac,83.3,10,12,2,13,70,38,79,200
/filetypes/fon/,fon,83.3,10,12,2,13,90,55,0,158
/filetypes/gif/,gif,83.3,10,12,2,13,110,78,58,259
/filetypes/gsm/,gsm,83.3,10,12,2,13,219,21,45,298
/filetypes/h264/,h264,83.3,10,12,2,13,188,59,46,306
/filetypes/heic/,heic,83.3,10,12,2,13,211,104,128,456
/filetypes/icns/,icns,83.3,10,12,2,13,158,32,95,298
/filetypes/ico/,ico,83.3,10,12,2,13,120,137,0,270
/filetypes/idx/,idx,83.3,10,12,2,13,207,117,160,497
/filetypes/indd/,indd,83.3,10,12,2,13,112,46,117,288
/filetypes/indt/,indt,83.3,10,12,2,13,101,131,52,297
/filetypes/insv/,insv,83.3,10,12,2,13,151,79,53,296
/filetypes/it/,it,83.3,10,12,2,13,95,120,121,349
/filetypes/jfif/,jfif,83.3,10,12,2,13,148,67,66,294
/filetypes/jpc/,jpc,83.3,10,12,2,13,96,32,79,220
/filetypes/jpeg/,jpeg,83.3,10,12,2,13,450,66,54,583
/filetypes/jpf/,jpf,83.3,10,12,2,13,97,240,81,431
/filetypes/jpm/,jpm,83.3,10,12,2,13,188,42,47,290
/filetypes/json/,json,83.3,10,12,2,13,302,55,0,370
/filetypes/jxl/,jxl,83.3,10,12,2,13,161,58,129,361
/filetypes/jxr/,jxr,83.3,10,12,2,13,102,35,47,197
/filetypes/lzh/,lzh,83.3,10,12,2,13,153,66,0,232
/filetypes/m3u8/,m3u8,83.3,10,12,2,13,321,220,83,637
/filetypes/m4a/,m4a,83.3,10,12,2,13,217,26,55,311
/filetypes/m4b/,m4b,83.3,10,12,2,13,174,60,80,327
/filetypes/m4r/,m4r,83.3,10,12,2,13,122,68,53,256
/filetypes/m4s/,m4s,83.3,10,12,2,13,125,201,67,406
/filetypes/max/,max,83.3,10,12,2,13,90,90,85,278
/filetypes/mdx/,mdx,83.3,10,12,2,13,198,51,33,295
/filetypes/mhtml/,mhtml,83.3,10,12,2,13,151,71,0,235
/filetypes/mid/,mid,83.3,10,12,2,13,125,37,49,224
/filetypes/mix/,mix,83.3,10,12,2,13,47,194,0,254
/filetypes/mka/,mka,83.3,10,12,2,13,182,94,49,338
/filetypes/mkv/,mkv,83.3,10,12,2,13,327,35,49,424
/filetypes/mmf/,mmf,83.3,10,12,2,13,185,48,31,277
/filetypes/mng/,mng,83.3,10,12,2,13,116,27,0,156
/filetypes/mod/,mod,83.3,10,12,2,13,282,76,38,409
/filetypes/mov/,mov,83.3,10,12,2,13,523,69,174,779
/filetypes/mp2/,mp2,83.3,10,12,2,13,164,37,78,292
/filetypes/mp3/,mp3,83.3,10,12,2,13,270,139,82,504
/filetypes/mp4/,mp4,83.3,10,12,2,13,524,147,80,764
/filetypes/mp5/,mp5,83.3,10,12,2,13,71,83,22,189
/filetypes/mpeg/,mpeg,83.3,10,12,2,13,447,428,88,976
/filetypes/mpg/,mpg,83.3,10,12,2,13,99,31,59,202
/filetypes/mpo/,mpo,83.3,10,12,2,13,152,58,116,339
/filetypes/mpv/,mpv,83.3,10,12,2,13,54,36,46,149
/filetypes/mscz/,mscz,83.3,10,12,2,13,76,105,57,251
/filetypes/mswmm/,mswmm,83.3,10,12,2,13,167,128,115,423
/filetypes/mts/,mts,83.3,10,12,2,13,138,61,72,284
/filetypes/mus/,mus,83.3,10,12,2,13,89,116,46,264
/filetypes/musx/,musx,83.3,10,12,2,13,94,85,47,239
/filetypes/mxf/,mxf,83.3,10,12,2,13,647,47,99,806
/filetypes/nef/,nef,83.3,10,12,2,13,117,112,121,363
/filetypes/nmoney/,nmoney,83.3,10,12,2,13,74,26,45,158
/filetypes/nsf/,nsf,83.3,10,12,2,13,157,39,48,257
/filetypes/obj/,obj,83.3,10,12,2,13,164,158,63,398
/filetypes/odg/,odg,83.3,10,12,2,13,205,47,62,327
/filetypes/ogg/,ogg,83.3,10,12,2,13,123,39,81,256
/filetypes/ogv/,ogv,83.3,10,12,2,13,173,233,142,561
/filetypes/opus/,opus,83.3,10,12,2,13,126,33,43,215
/filetypes/otg/,otg,83.3,10,12,2,13,171,41,66,291
/filetypes/oxps/,oxps,83.3,10,12,2,13,81,18,30,142
/filetypes/pages/,pages,83.3,10,12,2,13,161,281,174,629
/filetypes/pct/,pct,83.3,10,12,2,13,110,18,76,217
/filetypes/pdn/,pdn,83.3,10,12,2,13,107,51,70,241
/filetypes/pict/,pict,83.3,10,12,2,13,90,18,76,197
/filetypes/ply/,ply,83.3,10,12,2,13,563,46,55,677
/filetypes/png/,png,83.3,10,12,2,13,308,39,67,427
/filetypes/prproj/,prproj,83.3,10,12,2,13,142,117,89,361
/filetypes/ps/,ps,83.3,10,12,2,13,119,52,90,274
/filetypes/psb/,psb,83.3,10,12,2,13,112,63,71,259
/filetypes/psd/,psd,83.3,10,12,2,13,401,83,73,570
/filetypes/psp/,psp,83.3,10,12,2,13,137,43,87,280
/filetypes/pspimage/,pspimage,83.3,10,12,2,13,72,62,83,230
/filetypes/qt/,qt,83.3,10,12,2,13,403,38,70,524
/filetypes/qtif/,qtif,83.3,10,12,2,13,9,24,19,65
/filetypes/raf/,raf,83.3,10,12,2,13,187,215,117,532
/filetypes/raw/,raw,83.3,10,12,2,13,121,56,110,300
/filetypes/rip/,rip,83.3,10,12,2,13,146,79,154,392
/filetypes/sdocx/,sdocx,83.3,10,12,2,13,211,339,101,664
/filetypes/sec/,sec,83.3,10,12,2,13,146,25,25,209
/filetypes/skp/,skp,83.3,10,12,2,13,156,59,79,307
/filetypes/srt/,srt,83.3,10,12,2,13,202,163,36,414
/filetypes/step/,step,83.3,10,12,2,13,104,145,87,349
/filetypes/stp/,stp,83.3,10,12,2,13,117,252,174,556
/filetypes/svg/,svg,83.3,10,12,2,13,320,113,80,526
/filetypes/svs/,svs,83.3,10,12,2,13,20,191,0,224
/filetypes/swf/,swf,83.3,10,12,2,13,338,79,40,470
/filetypes/tex/,tex,83.3,10,12,2,13,165,67,73,318
/filetypes/tg/,tg,83.3,10,12,2,13,89,86,68,256
/filetypes/tga/,tga,83.3,10,12,2,13,184,62,86,345
/filetypes/tgs/,tgs,83.3,10,12,2,13,215,106,33,367
/filetypes/tiff/,tiff,83.3,10,12,2,13,167,60,52,292
/filetypes/ts/,ts,83.3,10,12,2,13,66,82,66,227
/filetypes/veg/,veg,83.3,10,12,2,13,138,100,55,306
/filetypes/vid/,vid,83.3,10,12,2,13,49,60,32,154
/filetypes/vob/,vob,83.3,10,12,2,13,205,38,119,375
/filetypes/vtt/,vtt,83.3,10,12,2,13,132,122,38,305
/filetypes/wav/,wav,83.3,10,12,2,13,152,55,82,302
/filetypes/webp/,webp,83.3,10,12,2,13,98,377,64,552
/filetypes/wlmp/,wlmp,83.3,10,12,2,13,135,175,106,429
/filetypes/wma/,wma,83.3,10,12,2,13,134,38,56,241
/filetypes/wmf/,wmf,83.3,10,12,2,13,332,71,113,529
/filetypes/wmv/,wmv,83.3,10,12,2,13,601,109,54,777
/filetypes/xps/,xps,83.3,10,12,2,13,143,66,59,281
/filetypes/xul/,xul,83.3,10,12,2,13,147,52,0,212
/filetypes/zip/,zip,83.3,10,12,2,13,162,79,89,343
/filetypes/3g2/,3g2,75.0,9,12,3,13,193,156,0,362
/filetypes/8svx/,8svx,75.0,9,12,3,13,114,55,0,182
/filetypes/aae/,aae,75.0,9,12,3,13,159,40,0,212
/filetypes/abcddb/,abcddb,75.0,9,12,3,13,33,0,117,163
/filetypes/abx/,abx,75.0,9,12,3,13,19,46,0,78
/filetypes/accdb/,accdb,75.0,9,12,3,13,43,39,0,95
/filetypes/accdt/,accdt,75.0,9,12,3,13,253,55,0,321
/filetypes/accdw/,accdw,75.0,9,12,3,13,21,76,0,110
/filetypes/ace/,ace,75.0,9,12,3,13,54,46,0,113
/filetypes/adp/,adp,75.0,9,12,3,13,119,35,0,167
/filetypes/amv/,amv,75.0,9,12,3,13,109,60,0,182
/filetypes/anb/,anb,75.0,9,12,3,13,129,48,0,190
/filetypes/ape/,ape,75.0,9,12,3,13,76,22,0,111
/filetypes/apk/,apk,75.0,9,12,3,13,400,115,0,528
/filetypes/apng/,apng,75.0,9,12,3,13,35,0,0,48
/filetypes/aq/,aq,75.0,9,12,3,13,93,71,0,177
/filetypes/asf/,asf,75.0,9,12,3,13,459,56,0,528
/filetypes/ashx/,ashx,75.0,9,12,3,13,125,0,0,138
/filetypes/aspx/,aspx,75.0,9,12,3,13,208,286,0,507
/filetypes/atom/,atom,75.0,9,12,3,13,178,43,0,234
/filetypes/b1/,b1,75.0,9,12,3,13,97,115,0,225
/filetypes/bak/,bak,75.0,9,12,3,13,144,54,0,211
/filetypes/bc3/,bc3,75.0,9,12,3,13,98,39,0,150
/filetypes/bik/,bik,75.0,9,12,3,13,113,229,0,355
/filetypes/bin/,bin,75.0,9,12,3,13,78,242,0,333
/filetypes/bkf/,bkf,75.0,9,12,3,13,156,88,0,257
/filetypes/br/,br,75.0,9,12,3,13,107,24,0,144
/filetypes/bz2/,bz2,75.0,9,12,3,13,65,23,0,101
/filetypes/cat/,cat,75.0,9,12,3,13,57,38,0,108
/filetypes/cb7/,cb7,75.0,9,12,3,13,32,174,0,219
/filetypes/cda/,cda,75.0,9,12,3,13,104,72,0,189
/filetypes/cdx/,cdx,75.0,9,12,3,13,81,17,0,111
/filetypes/cfm/,cfm,75.0,9,12,3,13,119,58,0,190
/filetypes/chr/,chr,75.0,9,12,3,13,108,78,0,199
/filetypes/cit/,cit,75.0,9,12,3,13,92,10,0,115
/filetypes/compressed/,compressed,75.0,9,12,3,13,84,38,0,135
/filetypes/con/,con,75.0,9,12,3,13,9,0,0,22
/filetypes/cpi/,cpi,75.0,9,12,3,13,157,153,0,323
/filetypes/crdownload/,crdownload,75.0,9,12,3,13,197,241,0,451
/filetypes/crt/,crt,75.0,9,12,3,13,154,46,0,213
/filetypes/crypt10/,crypt10,75.0,9,12,3,13,200,99,0,312
/filetypes/crypt12/,crypt12,75.0,9,12,3,13,236,42,0,291
/filetypes/crypt14/,crypt14,75.0,9,12,3,13,215,182,0,410
/filetypes/cshtml/,cshtml,75.0,9,12,3,13,108,40,0,161
/filetypes/css/,css,75.0,9,12,3,13,166,96,0,275
/filetypes/cxarchive/,cxarchive,75.0,9,12,3,13,33,13,0,59
/filetypes/dae/,dae,75.0,9,12,3,13,45,75,0,133
/filetypes/dap/,dap,75.0,9,12,3,13,39,32,0,84
/filetypes/db/,db,75.0,9,12,3,13,36,28,0,77
/filetypes/dlis/,dlis,75.0,9,12,3,13,81,34,0,128
/filetypes/dmg/,dmg,75.0,9,12,3,13,184,225,0,422
/filetypes/dochtml/,dochtml,75.0,9,12,3,13,74,19,0,106
/filetypes/docmhtml/,docmhtml,75.0,9,12,3,13,60,19,0,92
/filetypes/dothtml/,dothtml,75.0,9,12,3,13,79,19,0,111
/filetypes/download/,download,75.0,9,12,3,13,167,54,0,234
/filetypes/dsn/,dsn,75.0,9,12,3,13,67,153,0,233
/filetypes/dwt/,dwt,75.0,9,12,3,13,156,28,0,197
/filetypes/ec3/,ec3,75.0,9,12,3,13,83,183,0,279
/filetypes/ece/,ece,75.0,9,12,3,13,16,0,0,29
/filetypes/eco/,eco,75.0,9,12,3,13,31,12,0,56
/filetypes/ecs/,ecs,75.0,9,12,3,13,79,48,0,140
/filetypes/ecw/,ecw,75.0,9,12,3,13,123,48,0,184
/filetypes/efs/,efs,75.0,9,12,3,13,43,171,0,227
/filetypes/emf/,emf,75.0,9,12,3,13,200,71,0,284
/filetypes/enc/,enc,75.0,9,12,3,13,72,112,0,197
/filetypes/eot/,eot,75.0,9,12,3,13,651,21,0,685
/filetypes/exo/,exo,75.0,9,12,3,13,110,61,0,184
/filetypes/f4v/,f4v,75.0,9,12,3,13,376,68,0,457
/filetypes/fdb/,fdb,75.0,9,12,3,13,34,179,0,226
/filetypes/flh/,flh,75.0,9,12,3,13,8,10,0,31
/filetypes/flp/,flp,75.0,9,12,3,13,82,99,0,194
/filetypes/fmp12/,fmp12,75.0,9,12,3,13,57,0,34,104
/filetypes/fp5/,fp5,75.0,9,12,3,13,121,88,0,222
/filetypes/fpt/,fpt,75.0,9,12,3,13,15,14,0,42
/filetypes/fzpz/,fzpz,75.0,9,12,3,13,212,47,0,272
/filetypes/gdoc/,gdoc,75.0,9,12,3,13,186,129,0,328
/filetypes/gltf/,gltf,75.0,9,12,3,13,187,0,0,200
/filetypes/gp/,gp,75.0,9,12,3,13,210,75,0,298
/filetypes/gz/,gz,75.0,9,12,3,13,95,49,0,157
/filetypes/gzip/,gzip,75.0,9,12,3,13,87,87,0,187
/filetypes/h265/,h265,75.0,9,12,3,13,252,38,0,303
/filetypes/hdr/,hdr,75.0,9,12,3,13,135,59,0,207
/filetypes/heif/,heif,75.0,9,12,3,13,143,84,0,240
/filetypes/htaccess/,htaccess,75.0,9,12,3,13,111,35,0,159
/filetypes/htm/,htm,75.0,9,12,3,13,170,79,0,262
/filetypes/html/,html,75.0,9,12,3,13,487,123,0,623
/filetypes/ice/,ice,75.0,9,12,3,13,60,13,0,86
/filetypes/ink/,ink,75.0,9,12,3,13,251,131,0,395
/filetypes/ipt/,ipt,75.0,9,12,3,13,96,43,0,152
/filetypes/j2c/,j2c,75.0,9,12,3,13,11,0,0,24
/filetypes/jet/,jet,75.0,9,12,3,13,120,59,0,192
/filetypes/jnlp/,jnlp,75.0,9,12,3,13,97,83,0,193
/filetypes/jpg_large/,jpg_large,75.0,9,12,3,13,120,144,0,277
/filetypes/jpx/,jpx,75.0,9,12,3,13,105,44,0,162
/filetypes/js/,js,75.0,9,12,3,13,91,41,0,145
/filetypes/key/,key,75.0,9,12,3,13,62,44,0,119
/filetypes/kine/,kine,75.0,9,12,3,13,64,189,0,266
/filetypes/lbr/,lbr,75.0,9,12,3,13,105,21,0,139
/filetypes/lqr/,lqr,75.0,9,12,3,13,91,40,0,144
/filetypes/lrv/,lrv,75.0,9,12,3,13,91,285,0,389
/filetypes/lz4/,lz4,75.0,9,12,3,13,80,34,0,127
/filetypes/lzma/,lzma,75.0,9,12,3,13,43,0,0,56
/filetypes/lzo/,lzo,75.0,9,12,3,13,141,66,0,220
/filetypes/lzx/,lzx,75.0,9,12,3,13,63,108,0,184
/filetypes/m2v/,m2v,75.0,9,12,3,13,96,162,0,271
/filetypes/ma/,ma,75.0,9,12,3,13,185,75,0,273
/filetypes/master/,master,75.0,9,12,3,13,54,45,0,112
/filetypes/mb/,mb,75.0,9,12,3,13,123,29,0,165
/filetypes/mbw/,mbw,75.0,9,12,3,13,140,115,0,268
/filetypes/mdb/,mdb,75.0,9,12,3,13,81,33,0,127
/filetypes/mdf/,mdf,75.0,9,12,3,13,171,0,0,184
/filetypes/mfx/,mfx,75.0,9,12,3,13,99,36,0,148
/filetypes/mht/,mht,75.0,9,12,3,13,103,69,0,185
/filetypes/mint/,mint,75.0,9,12,3,13,68,51,0,132
/filetypes/mp/,mp,75.0,9,12,3,13,55,0,29,97
/filetypes/mpkg/,mpkg,75.0,9,12,3,13,85,30,0,128
/filetypes/mpq/,mpq,75.0,9,12,3,13,108,69,0,190
/filetypes/mtl/,mtl,75.0,9,12,3,13,65,107,0,185
/filetypes/mui/,mui,75.0,9,12,3,13,90,117,0,220
/filetypes/mxl/,mxl,75.0,9,12,3,13,151,0,0,164
/filetypes/nsa/,nsa,75.0,9,12,3,13,8,25,0,46
/filetypes/nwdb/,nwdb,75.0,9,12,3,13,148,205,0,366
/filetypes/oam/,oam,75.0,9,12,3,13,283,75,0,371
/filetypes/oar/,oar,75.0,9,12,3,13,25,0,0,38
/filetypes/obml/,obml,75.0,9,12,3,13,54,68,0,135
/filetypes/opdownload/,opdownload,75.0,9,12,3,13,95,0,119,227
/filetypes/otf/,otf,75.0,9,12,3,13,192,87,0,292
/filetypes/p7z/,p7z,75.0,9,12,3,13,39,0,0,52
/filetypes/par/,par,75.0,9,12,3,13,29,157,0,199
/filetypes/part/,part,75.0,9,12,3,13,136,131,0,280
/filetypes/pcl/,pcl,75.0,9,12,3,13,66,278,0,357
/filetypes/pdb/,pdb,75.0,9,12,3,13,202,318,0,533
/filetypes/pds/,pds,75.0,9,12,3,13,13,0,582,608
/filetypes/pef/,pef,75.0,9,12,3,13,110,282,0,405
/filetypes/pfa/,pfa,75.0,9,12,3,13,49,18,0,80
/filetypes/piv/,piv,75.0,9,12,3,13,93,112,0,218
/filetypes/pkf/,pkf,75.0,9,12,3,13,131,221,0,365
/filetypes/pkg/,pkg,75.0,9,12,3,13,109,63,0,185
/filetypes/pnj/,pnj,75.0,9,12,3,13,126,287,0,426
/filetypes/ppf/,ppf,75.0,9,12,3,13,40,144,0,197
/filetypes/ppp/,ppp,75.0,9,12,3,13,170,45,0,228
/filetypes/prc/,prc,75.0,9,12,3,13,469,46,0,528
/filetypes/pro/,pro,75.0,9,12,3,13,96,66,0,175
/filetypes/psv/,psv,75.0,9,12,3,13,95,27,0,135
/filetypes/ptx/,ptx,75.0,9,12,3,13,58,40,0,111
/filetypes/pvt/,pvt,75.0,9,12,3,13,105,41,0,159
/filetypes/pwa/,pwa,75.0,9,12,3,13,39,236,0,288
/filetypes/pzz/,pzz,75.0,9,12,3,13,24,8,0,45
/filetypes/rar/,rar,75.0,9,12,3,13,148,176,0,337
/filetypes/rmvb/,rmvb,75.0,9,12,3,13,118,25,0,156
/filetypes/rpf/,rpf,75.0,9,12,3,13,66,266,0,345
/filetypes/rss/,rss,75.0,9,12,3,13,101,50,0,164
/filetypes/rte/,rte,75.0,9,12,3,13,46,16,0,75
/filetypes/sass/,sass,75.0,9,12,3,13,150,0,23,186
/filetypes/sav/,sav,75.0,9,12,3,13,108,107,0,228
/filetypes/scc/,scc,75.0,9,12,3,13,30,12,0,55
/filetypes/scss/,scss,75.0,9,12,3,13,41,0,20,74
/filetypes/sf2/,sf2,75.0,9,12,3,13,15,218,0,246
/filetypes/sfd/,sfd,75.0,9,12,3,13,93,0,0,106
/filetypes/sit/,sit,75.0,9,12,3,13,19,97,0,129
/filetypes/site/,site,75.0,9,12,3,13,89,60,0,162
/filetypes/sitx/,sitx,75.0,9,12,3,13,97,0,0,110
/filetypes/spp/,spp,75.0,9,12,3,13,26,88,0,127
/filetypes/sql/,sql,75.0,9,12,3,13,86,100,0,199
/filetypes/sqlite/,sqlite,75.0,9,12,3,13,127,51,0,191
/filetypes/str/,str,75.0,9,12,3,13,36,33,0,82
/filetypes/sty/,sty,75.0,9,12,3,13,72,51,0,136
/filetypes/sub/,sub,75.0,9,12,3,13,182,242,0,437
/filetypes/svgz/,svgz,75.0,9,12,3,13,70,33,0,116
/filetypes/tar/,tar,75.0,9,12,3,13,272,127,0,412
/filetypes/tpl/,tpl,75.0,9,12,3,13,27,13,0,53
/filetypes/tpsr/,tpsr,75.0,9,12,3,13,119,170,0,302
/filetypes/ttf/,ttf,75.0,9,12,3,13,257,50,0,320
/filetypes/tvdb/,tvdb,75.0,9,12,3,13,64,75,0,152
/filetypes/u3d/,u3d,75.0,9,12,3,13,214,22,0,249
/filetypes/udb/,udb,75.0,9,12,3,13,10,12,0,35
/filetypes/url/,url,75.0,9,12,3,13,138,58,0,209
/filetypes/usr/,usr,75.0,9,12,3,13,65,15,0,93
/filetypes/vfb/,vfb,75.0,9,12,3,13,47,0,12,72
/filetypes/vpk/,vpk,75.0,9,12,3,13,106,3,0,122
/filetypes/webloc/,webloc,75.0,9,12,3,13,142,69,0,224
/filetypes/wfp/,wfp,75.0,9,12,3,13,31,9,0,53
/filetypes/wproj/,wproj,75.0,9,12,3,13,24,131,0,168
/filetypes/wux/,wux,75.0,9,12,3,13,104,42,0,159
/filetypes/wv/,wv,75.0,9,12,3,13,218,52,0,283
/filetypes/xaml/,xaml,75.0,9,12,3,13,25,26,0,64
/filetypes/xapk/,xapk,75.0,9,12,3,13,132,109,0,254
/filetypes/xar/,xar,75.0,9,12,3,13,38,0,0,51
/filetypes/xd/,xd,75.0,9,12,3,13,211,116,0,340
/filetypes/xem/,xem,75.0,9,12,3,13,50,16,0,79
/filetypes/xip/,xip,75.0,9,12,3,13,74,103,0,190
/filetypes/xml/,xml,75.0,9,12,3,13,138,65,0,216
/filetypes/xoj/,xoj,75.0,9,12,3,13,93,39,0,145
/filetypes/xpi/,xpi,75.0,9,12,3,13,45,292,0,350
/filetypes/xslt/,xslt,75.0,9,12,3,13,112,69,0,194
/filetypes/xz/,xz,75.0,9,12,3,13,93,30,0,136
/filetypes/zipx/,zipx,75.0,9,12,3,13,125,43,0,181
/filetypes/zoo/,zoo,75.0,9,12,3,13,79,31,0,123
/filetypes/1tm/,1tm,66.7,8,12,4,13,88,59,33,193
/filetypes/2ch/,2ch,66.7,8,12,4,13,104,43,38,198
/filetypes/3dm/,3dm,66.7,8,12,4,13,8,0,0,21
/filetypes/3dx/,3dx,66.7,8,12,4,13,120,20,37,190
/filetypes/4db/,4db,66.7,8,12,4,13,14,0,0,27
/filetypes/4dd/,4dd,66.7,8,12,4,13,84,0,0,97
/filetypes/4dl/,4dl,66.7,8,12,4,13,57,0,0,70
/filetypes/669/,669,66.7,8,12,4,13,68,23,51,155
/filetypes/8ci/,8ci,66.7,8,12,4,13,65,32,33,143
/filetypes/a4p/,a4p,66.7,8,12,4,13,21,0,0,34
/filetypes/a5w/,a5w,66.7,8,12,4,13,100,0,0,113
/filetypes/a6page/,a6page,66.7,8,12,4,13,107,71,34,225
/filetypes/a6proj/,a6proj,66.7,8,12,4,13,74,71,34,192
/filetypes/aa/,aa,66.7,8,12,4,13,161,0,0,174
/filetypes/aa3/,aa3,66.7,8,12,4,13,118,58,72,261
/filetypes/aai/,aai,66.7,8,12,4,13,118,41,36,208
/filetypes/aax/,aax,66.7,8,12,4,13,173,0,0,186
/filetypes/abs/,abs,66.7,8,12,4,13,57,0,0,70
/filetypes/abw/,abw,66.7,8,12,4,13,76,90,56,235
/filetypes/ac/,ac,66.7,8,12,4,13,133,0,0,146
/filetypes/accdc/,accdc,66.7,8,12,4,13,50,0,0,63
/filetypes/accde/,accde,66.7,8,12,4,13,34,0,0,47
/filetypes/accdr/,accdr,66.7,8,12,4,13,36,0,0,49
/filetypes/acorn/,acorn,66.7,8,12,4,13,127,29,98,267
/filetypes/ade/,ade,66.7,8,12,4,13,64,0,0,77
/filetypes/adf/,adf,66.7,8,12,4,13,57,0,0,70
/filetypes/adoc/,adoc,66.7,8,12,4,13,118,32,68,231
/filetypes/aepx/,aepx,66.7,8,12,4,13,97,60,67,237
/filetypes/aet/,aet,66.7,8,12,4,13,111,23,63,210
/filetypes/aetx/,aetx,66.7,8,12,4,13,114,62,56,245
/filetypes/aex/,aex,66.7,8,12,4,13,74,0,0,87
